date,fear_and_greed_historical,fear_and_greed_historical_rating,market_momentum_sp500,market_momentum_sp500_rating,market_momentum_sp125,market_momentum_sp125_rating,stock_price_strength,stock_price_strength_rating,stock_price_breadth,stock_price_breadth_rating,put_call_options,put_call_options_rating,market_volatility_vix,market_volatility_vix_rating,market_volatility_vix_50,market_volatility_vix_50_rating,junk_bond_demand,junk_bond_demand_rating,safe_haven_demand,safe_haven_demand_rating
2021-07-14,29.533333333333335,fear,4374.3,extreme greed,4066.83424,extreme greed,5.073741991990364,extreme fear,981.1052715119149,extreme greed,0.5948400429022889,extreme fear,16.33,extreme fear,17.9588,extreme fear,1.9869,extreme fear,1.90981291622502,extreme fear
2021-07-15,27.33333333333334,fear,4360.03,extreme greed,4071.3501599999995,extreme greed,4.859099239858638,extreme fear,929.1643056041964,extreme greed,0.6028279276802144,extreme fear,17.01,extreme fear,17.9094,extreme fear,2.0035,extreme fear,1.5232760424656435,extreme fear
2021-07-16,26.900000000000002,fear,4327.16,extreme greed,4075.82144,extreme greed,4.737049943604928,extreme fear,853.5339018528766,extreme greed,0.6384272284184714,extreme fear,18.45,extreme fear,17.8954,extreme fear,2.0151999999999997,extreme fear,2.7300065657803874,extreme fear
2021-07-19,8.983333333333334,extreme fear,4258.49,extreme greed,4079.4980800000003,extreme greed,4.513619087660417,extreme fear,748.7808719580046,extreme greed,0.6911844716711908,extreme fear,22.5,extreme fear,17.9776,extreme fear,2.0136,extreme fear,-1.4406059437120977,extreme fear
2021-07-20,20.066666666666666,extreme fear,4323.06,extreme greed,4083.2677599999997,extreme greed,4.428700164079254,extreme fear,699.8195460647905,extreme greed,0.692704189037148,extreme fear,19.73,extreme fear,18.038400000000003,extreme fear,2.0517000000000003,extreme fear,-0.14451498796542103,extreme fear
2021-07-21,24.2,extreme fear,4358.69,extreme greed,4087.3127200000004,extreme greed,4.389202911036328,extreme fear,693.3925694003775,extreme greed,0.6823178953285777,extreme fear,17.91,extreme fear,18.0034,extreme fear,2.0359,extreme fear,1.1291641842288653,extreme fear
2021-07-22,24.333333333333332,extreme fear,4367.48,extreme greed,4091.5208,extreme greed,4.24141977415567,extreme fear,663.125595045617,extreme greed,0.662757583924401,extreme fear,17.69,extreme fear,17.9204,extreme fear,2.0162,extreme fear,0.5068221537264765,extreme fear
2021-07-23,28.299999999999997,fear,4411.79,extreme greed,4095.97224,extreme greed,4.081352561681258,extreme fear,634.203710594901,extreme greed,0.6354514896320097,extreme fear,17.2,extreme fear,17.7126,extreme fear,2.0228,extreme fear,1.0809266041284256,extreme fear
2021-07-26,30.900000000000002,fear,4422.3,extreme greed,4100.55368,extreme greed,3.8024907596194986,extreme fear,618.8239414518041,extreme greed,0.5907123710219718,extreme fear,17.58,extreme fear,17.6016,extreme fear,2.0175,extreme fear,1.525336564099436,extreme fear
2021-07-27,27.166666666666668,fear,4401.46,extreme greed,4105.7591999999995,extreme greed,3.640992224277278,extreme fear,595.9150841777351,extreme greed,0.6171233663327623,extreme fear,19.36,extreme fear,17.6126,extreme fear,2.0134999999999996,extreme fear,0.6287057979230289,extreme fear
2021-07-28,27.46666666666667,fear,4400.64,extreme greed,4110.66528,extreme greed,3.522154693868796,extreme fear,598.6650954948896,extreme greed,0.6062434121708622,extreme fear,18.31,extreme fear,17.584400000000002,extreme fear,2.0278,extreme fear,0.5545705918082452,extreme fear
2021-07-29,29.233333333333334,fear,4419.15,extreme greed,4116.3045600000005,extreme greed,3.490228391325197,extreme fear,621.9748555328885,extreme greed,0.5951270459892903,extreme fear,17.7,extreme fear,17.5116,extreme fear,2.0311,extreme fear,0.6025081701233056,extreme fear
2021-07-30,25.76666666666667,fear,4395.26,extreme greed,4121.27576,extreme greed,3.416422585122372,extreme fear,621.4690221854414,extreme greed,0.6119460330715543,extreme fear,18.24,extreme fear,17.4328,extreme fear,2.023,extreme fear,-0.6006592321755719,extreme fear
2021-08-02,25.099999999999998,fear,4387.16,extreme greed,4125.76256,extreme greed,3.337686278393108,extreme fear,613.1496919889654,extreme greed,0.609725982991111,extreme fear,19.46,extreme fear,17.4086,extreme fear,2.0269000000000004,extreme fear,-0.392263458524199,extreme fear
2021-08-03,29.533333333333335,fear,4423.15,extreme greed,4130.5064,extreme greed,3.359122652312057,extreme fear,623.8966824505717,extreme greed,0.587888354967044,extreme fear,18.04,extreme fear,17.366400000000002,extreme fear,2.0158,extreme fear,0.26968828343218837,extreme fear
2021-08-04,28.633333333333336,fear,4402.66,extreme greed,4134.75376,extreme greed,3.2696857849359136,extreme fear,603.9529632155799,extreme greed,0.5929755383893204,extreme fear,17.97,extreme fear,17.3578,extreme fear,2.0214000000000003,extreme fear,0.8885849715544042,extreme fear
2021-08-05,29.633333333333336,fear,4429.1,extreme greed,4139.091920000001,extreme greed,3.34296243849751,extreme fear,609.8603723576794,extreme greed,0.5915939621684723,extreme fear,17.28,extreme fear,17.3266,extreme fear,2.0265,extreme fear,0.30124630682059755,extreme fear
2021-08-06,31.866666666666664,fear,4436.52,extreme greed,4143.25936,extreme greed,3.4042760169917585,extreme fear,628.8601741553924,extreme greed,0.5725582093721897,extreme fear,16.15,extreme fear,17.3024,extreme fear,2.016,extreme fear,0.643263045389525,extreme fear
2021-08-09,32.06666666666667,fear,4432.35,extreme greed,4147.42832,extreme greed,3.22142362955658,extreme fear,637.9208745262173,extreme greed,0.5685271738383346,extreme fear,16.72,extreme fear,17.302,extreme fear,1.9968999999999997,extreme fear,0.8320842463664035,extreme fear
2021-08-10,34.833333333333336,fear,4436.75,extreme greed,4151.64328,extreme greed,3.1257686484799168,extreme fear,660.8544957195933,extreme greed,0.5513083351488863,extreme fear,16.79,extreme fear,17.302599999999998,extreme fear,1.9939000000000002,extreme fear,1.4373865771423284,extreme fear
2021-08-11,37.93333333333334,fear,4447.7,extreme greed,4155.89384,extreme greed,3.221967730197964,extreme fear,701.3213698739262,extreme greed,0.5546257766777114,extreme fear,16.06,extreme fear,17.2658,extreme fear,1.9917999999999998,extreme fear,2.3346271128561367,extreme fear
2021-08-12,43.13333333333333,fear,4460.83,extreme greed,4160.10184,extreme greed,3.3496882250921614,extreme fear,725.8325118497958,extreme greed,0.5606696587708673,extreme fear,15.59,extreme fear,17.227999999999998,extreme fear,1.9960000000000002,extreme fear,3.437747191631544,extreme fear
2021-08-13,47.13333333333333,neutral,4468.0,extreme greed,4164.38512,extreme greed,3.44730280063863,extreme fear,739.6112297871293,extreme greed,0.5574891524636538,extreme fear,15.45,extreme fear,17.1762,extreme fear,1.9955999999999998,extreme fear,5.542428882378124,extreme fear
2021-08-16,44.866666666666674,fear,4479.71,extreme greed,4168.77216,extreme greed,3.651090741100767,extreme fear,730.224929638425,extreme greed,0.5685704574854586,extreme fear,16.12,extreme fear,17.1702,extreme fear,2.0096000000000003,extreme fear,3.9606805351972674,extreme fear
2021-08-17,31.7,fear,4448.08,extreme greed,4173.04504,extreme greed,3.6214985125644445,extreme fear,697.9459411446433,extreme greed,0.5981699179232202,extreme fear,17.91,extreme fear,17.2,extreme fear,2.0131,extreme fear,1.900285258867357,extreme fear
2021-08-18,18.2,extreme fear,4400.27,extreme greed,4176.99352,extreme greed,3.430674671722507,extreme fear,644.4003792820977,extreme greed,0.6145580628770715,extreme fear,21.57,extreme fear,17.29,extreme fear,2.0105,extreme fear,0.8605607494105516,extreme fear
2021-08-19,14.883333333333335,extreme fear,4405.8,extreme greed,4181.22792,extreme greed,3.2015333341399237,extreme fear,569.7268542763384,extreme greed,0.6519028356304482,extreme fear,21.67,extreme fear,17.3656,extreme fear,2.0084,extreme fear,-0.3515096135443902,extreme fear
2021-08-20,23.86666666666667,extreme fear,4441.67,extreme greed,4185.71032,extreme greed,2.9517369688213035,extreme fear,535.6381068276701,extreme greed,0.673303045597347,extreme fear,18.56,extreme fear,17.4148,extreme fear,2.0175,extreme fear,0.20212623246849593,extreme fear
2021-08-23,30.433333333333334,fear,4479.53,extreme greed,4190.14312,extreme greed,2.9273641112385533,extreme fear,535.1541847891341,extreme greed,0.6633252255642208,extreme fear,17.15,extreme fear,17.444799999999997,extreme fear,2.0149,extreme fear,1.943627776153364,extreme fear
2021-08-24,34.4,fear,4486.23,extreme greed,4195.39824,extreme greed,2.998888568438443,extreme fear,564.5959381447376,extreme greed,0.620427633634691,extreme fear,17.22,extreme fear,17.461399999999998,extreme fear,2.0092,extreme fear,2.532770169930106,extreme fear
2021-08-25,36.03333333333333,fear,4496.19,extreme greed,4200.878559999999,extreme greed,3.050677561231703,extreme fear,604.833504719537,extreme greed,0.5996402655748294,extreme fear,16.79,extreme fear,17.4568,extreme fear,1.9959,extreme fear,2.379495775852179,extreme fear
2021-08-26,36.833333333333336,fear,4470.0,extreme greed,4205.424,extreme greed,2.892463602959807,extreme fear,609.1334256614294,extreme greed,0.5736639213482565,extreme fear,18.84,extreme fear,17.4706,extreme fear,1.9841,extreme fear,2.57254779002044,extreme fear
2021-08-27,47.46666666666667,neutral,4509.37,extreme greed,4210.536639999999,extreme greed,2.765756400505045,extreme fear,650.6377550495657,extreme greed,0.5494518008250614,extreme fear,16.39,extreme fear,17.4434,extreme fear,1.9853,extreme fear,3.722948958287175,extreme fear
2021-08-30,47.86666666666667,neutral,4528.79,extreme greed,4216.2092,extreme greed,2.726284006663719,extreme fear,676.5358724039011,extreme greed,0.5378243814360566,extreme fear,16.19,extreme fear,17.3532,extreme fear,1.9860000000000002,extreme fear,3.192059922503484,extreme fear
2021-08-31,47.23333333333333,neutral,4522.68,extreme greed,4222.24288,extreme greed,2.704488734167464,extreme fear,709.2684374587641,extreme greed,0.5571525372425331,extreme fear,16.48,extreme fear,17.325,extreme fear,1.9839000000000002,extreme fear,3.732540881550963,extreme fear
2021-09-01,43.13333333333333,fear,4524.09,extreme greed,4227.7000800000005,extreme greed,2.757882434321473,extreme fear,742.5284759376538,extreme greed,0.5568579414651051,extreme fear,16.11,extreme fear,17.314,extreme fear,1.8059000000000003,extreme fear,2.805328362368232,extreme fear
2021-09-02,44.166666666666664,fear,4536.95,extreme greed,4233.42488,extreme greed,2.91907675821683,extreme fear,788.6923234221405,extreme greed,0.5309576798574901,extreme fear,16.41,extreme fear,17.3158,extreme fear,1.953,extreme fear,2.227763836931557,extreme fear
2021-09-03,44.06666666666666,fear,4535.43,extreme greed,4238.7047999999995,extreme greed,3.0068261275668706,extreme fear,815.574020557742,extreme greed,0.5313621894967879,extreme fear,16.41,extreme fear,17.3246,extreme fear,1.9532000000000005,extreme fear,2.2794686397643664,extreme fear
2021-09-07,41.7,fear,4520.03,extreme greed,4243.67456,extreme greed,3.0284673575391876,extreme fear,826.1305708116173,extreme greed,0.5312049784431621,extreme fear,18.14,extreme fear,17.375,extreme fear,1.9447,extreme fear,2.034566277227167,extreme fear
2021-09-08,38.56666666666667,fear,4514.07,extreme greed,4248.272400000001,extreme greed,2.9656817851465838,extreme fear,815.7994950801038,extreme greed,0.5372314037066073,extreme fear,17.96,extreme fear,17.419,extreme fear,1.9379999999999997,extreme fear,1.4967488847026318,extreme fear
2021-09-09,33.800000000000004,fear,4493.28,extreme greed,4252.67192,extreme greed,2.865276328890213,extreme fear,809.2971659199587,extreme greed,0.5430864646030276,extreme fear,18.8,extreme fear,17.4746,extreme fear,1.944,extreme fear,0.42174821540630814,extreme fear
2021-09-10,20.600000000000005,extreme fear,4458.58,extreme greed,4256.58904,extreme greed,2.785872047502777,extreme fear,779.6071889397588,extreme greed,0.5787747128390424,extreme fear,20.95,extreme fear,17.577,extreme fear,1.9552999999999996,extreme fear,0.2890199039217177,extreme fear
2021-09-13,28.266666666666666,fear,4468.73,extreme greed,4260.6372,extreme greed,2.672073862630705,extreme fear,774.6675092694052,extreme greed,0.5860810690765742,extreme fear,19.37,extreme fear,17.6548,extreme fear,1.9466,extreme fear,0.36603326541250236,extreme fear
2021-09-14,24.8,extreme fear,4443.05,extreme greed,4264.388640000001,extreme greed,2.607782327782656,extreme fear,742.5063644846987,extreme greed,0.6159722759705469,extreme fear,19.46,extreme fear,17.7426,extreme fear,1.9497000000000004,extreme fear,0.08787763807051366,extreme fear
2021-09-15,31.200000000000003,fear,4480.7,extreme greed,4268.910559999999,extreme greed,2.6272046158893088,extreme fear,737.8250282019759,extreme greed,0.6247878903140918,extreme fear,18.18,extreme fear,17.7774,extreme fear,1.9593,extreme fear,2.1391122566910217,extreme fear
2021-09-16,31.500000000000004,fear,4473.75,extreme greed,4273.395759999999,extreme greed,2.725985838407905,extreme fear,722.0036964215634,extreme greed,0.6307575819020075,extreme fear,18.69,extreme fear,17.8272,extreme fear,1.9517999999999998,extreme fear,2.334119528373176,extreme fear
2021-09-17,17.933333333333337,extreme fear,4432.99,extreme greed,4277.33496,extreme greed,2.9026895164454514,extreme fear,690.3047930382095,extreme greed,0.6288430824514605,extreme fear,20.81,extreme fear,17.8634,extreme fear,1.9488,extreme fear,0.7546341108111424,extreme fear
2021-09-20,11.100000000000001,extreme fear,4357.73,extreme greed,4280.91264,extreme greed,2.873767572451615,extreme fear,623.5437047070823,extreme greed,0.6715880675584311,extreme fear,25.71,fear,18.054000000000002,extreme fear,1.9449,extreme fear,-2.254268260919627,extreme fear
2021-09-21,11.449999999999998,extreme fear,4354.19,extreme greed,4284.63304,extreme greed,2.8070014581204705,extreme fear,566.7798066868093,extreme greed,0.6672475713822965,extreme fear,24.36,extreme fear,18.2178,extreme fear,1.9689,extreme fear,-2.690680345367741,extreme fear
2021-09-22,20.033333333333335,extreme fear,4395.64,extreme greed,4288.522,extreme greed,2.772697149211197,extreme fear,554.2877888407623,extreme greed,0.6660999599120307,extreme fear,20.87,extreme fear,18.2928,extreme fear,1.9631,extreme fear,-2.4246091847321756,extreme fear
2021-09-23,24.5,extreme fear,4448.98,extreme greed,4292.31752,extreme greed,2.6939064735150104,extreme fear,575.2377664755211,extreme greed,0.6707808757109562,extreme fear,18.63,extreme fear,18.338800000000003,extreme fear,1.9632,extreme fear,0.243983973372878,extreme fear
2021-09-24,23.83333333333334,extreme fear,4455.48,extreme greed,4296.192639999999,extreme greed,2.6265466076062998,extreme fear,589.7925729552253,extreme greed,0.6756950831910983,extreme fear,17.75,extreme fear,18.3536,extreme fear,1.9448999999999999,extreme fear,-0.1887677986932193,extreme fear
2021-09-27,24.766666666666666,extreme fear,4443.11,extreme greed,4300.06912,extreme greed,2.5330602462260403,extreme fear,625.2225073479882,extreme greed,0.6170673228355333,extreme fear,18.76,extreme fear,18.3598,extreme fear,1.9441999999999997,extreme fear,-0.4756458250974625,extreme fear
2021-09-28,12.466666666666669,extreme fear,4352.63,extreme greed,4303.10704,extreme greed,2.29178662245581,extreme fear,624.9818826459127,extreme greed,0.6423254142875813,extreme fear,23.25,extreme fear,18.3748,extreme fear,1.9443999999999997,extreme fear,-2.134040776095546,extreme fear
2021-09-29,12.483333333333334,extreme fear,4359.46,extreme greed,4305.823760000001,extreme greed,2.0504082211031553,extreme fear,628.3577364330479,extreme greed,0.6531186796284993,extreme fear,22.56,extreme fear,18.4314,extreme fear,1.9376,extreme fear,-2.138668875649535,extreme fear
2021-09-30,9.966666666666667,extreme fear,4307.54,extreme greed,4307.6608,extreme greed,1.7504726769644252,extreme fear,608.0525843418442,extreme greed,0.6805601405325601,extreme fear,23.14,extreme fear,18.535999999999998,extreme fear,1.9346999999999996,extreme fear,-3.6139593011250253,extreme fear
2021-10-01,18.333333333333332,extreme fear,4357.04,extreme greed,4309.9256,extreme greed,1.3903506888678103,extreme fear,621.5879964979642,extreme greed,0.6858385744890766,extreme fear,21.15,extreme fear,18.6052,extreme fear,1.7456999999999998,extreme fear,-3.01351722163905,extreme fear
2021-10-04,9.500000000000002,extreme fear,4300.46,extreme greed,4311.6896799999995,extreme greed,1.0633539768221514,extreme fear,630.1841611486243,extreme greed,0.7146686049355825,extreme fear,22.96,extreme fear,18.720399999999998,extreme fear,1.9046,extreme fear,-4.220749194363398,extreme fear
2021-10-05,18.766666666666666,extreme fear,4345.72,extreme greed,4313.678079999999,extreme greed,0.9862237873992498,extreme fear,652.7034831130235,extreme greed,0.6899051087449858,extreme fear,21.3,extreme fear,18.7948,extreme fear,1.9055,extreme fear,-2.5201416460669313,extreme fear
2021-10-06,20.066666666666666,extreme fear,4363.55,extreme greed,4315.55608,extreme greed,0.7757801063691805,extreme fear,664.7983830578736,extreme greed,0.6944558251864693,extreme fear,21.0,extreme fear,18.8276,extreme fear,1.8981,extreme fear,-1.428228487176884,extreme fear
2021-10-07,24.600000000000005,extreme fear,4399.76,extreme greed,4317.73024,extreme greed,0.7707720878348444,extreme fear,702.9677821206042,extreme greed,0.6767358414186682,extreme fear,19.54,extreme fear,18.8522,extreme fear,1.9103,extreme fear,0.20744229844370765,extreme fear
2021-10-08,25.26666666666667,fear,4391.34,extreme greed,4319.7282399999995,extreme greed,0.7310679754180639,extreme fear,739.2704227379743,extreme greed,0.6664237899083743,extreme fear,18.77,extreme fear,18.8736,extreme fear,1.8933000000000002,extreme fear,0.16571863278675505,extreme fear
2021-10-11,25.900000000000002,fear,4361.19,extreme greed,4321.6204800000005,extreme greed,0.780524619753103,extreme fear,759.8543420897777,extreme greed,0.6659122462817157,extreme fear,20.0,extreme fear,18.9088,extreme fear,1.8893999999999997,extreme fear,0.5607337276543087,extreme fear
2021-10-12,22.7,extreme fear,4350.65,extreme greed,4323.06232,extreme greed,0.7957673360750585,extreme fear,781.2526262299531,extreme greed,0.6732505235365842,extreme fear,19.85,extreme fear,18.916600000000003,extreme fear,1.8892999999999998,extreme fear,-1.0997988176363727,extreme fear
2021-10-13,24.100000000000005,extreme fear,4363.8,extreme greed,4324.48896,extreme greed,0.8122516420135437,extreme fear,807.6402001526717,extreme greed,0.6521485164881712,extreme fear,18.64,extreme fear,18.9286,extreme fear,1.9089,extreme fear,-1.0718418954668882,extreme fear
2021-10-14,31.833333333333332,fear,4438.26,extreme greed,4326.68896,extreme greed,0.9264903717439247,extreme fear,859.6300826028079,extreme greed,0.6468744852825904,extreme fear,16.86,extreme fear,18.9064,extreme fear,1.9174,extreme fear,1.038295359820541,extreme fear
2021-10-15,43.63333333333333,fear,4471.37,extreme greed,4329.380399999999,extreme greed,1.1016567305623335,extreme fear,915.431022908081,extreme greed,0.6330206963296654,extreme fear,16.3,extreme fear,18.886799999999997,extreme fear,1.9122000000000003,extreme fear,4.516797368181632,extreme fear
2021-10-18,46.56666666666666,neutral,4486.46,extreme greed,4331.88472,extreme greed,1.344363948569581,extreme fear,958.4447468408503,extreme greed,0.6037356792133287,extreme fear,16.31,extreme fear,18.89,extreme fear,1.9034000000000002,extreme fear,4.951060852680106,extreme fear
2021-10-19,53.400000000000006,neutral,4519.63,extreme greed,4334.96192,extreme greed,1.5087147077305838,extreme fear,1008.564043842587,extreme greed,0.5670664740408048,extreme fear,15.7,extreme fear,18.8696,extreme fear,1.9078,extreme fear,5.189403641732442,extreme fear
2021-10-20,56.56666666666667,greed,4536.19,extreme greed,4337.81008,extreme greed,1.6665825826825502,extreme fear,1074.5840974578132,extreme greed,0.5501480309181492,extreme fear,15.49,extreme fear,18.8436,extreme fear,1.8926,extreme fear,3.51829011830792,extreme fear
2021-10-21,60.199999999999996,greed,4549.78,extreme greed,4340.70736,extreme greed,1.790713590410074,extreme fear,1117.5420847029413,extreme greed,0.5306226055738488,extreme fear,15.01,extreme fear,18.8226,extreme fear,1.8854,extreme fear,3.936941303784191,extreme fear
2021-10-22,59.5,greed,4544.9,extreme greed,4343.5728,extreme greed,2.0085377863625014,extreme fear,1152.3014060119215,extreme greed,0.5300239773082221,extreme fear,15.43,extreme fear,18.8194,extreme fear,1.8825000000000005,extreme fear,3.6198910556805957,extreme fear
2021-10-25,62.96666666666667,greed,4566.48,extreme greed,4346.6392000000005,extreme greed,2.1806041189840846,extreme fear,1192.838679233636,extreme greed,0.5218623508680851,extreme fear,15.24,extreme fear,18.8152,extreme fear,1.8955000000000004,extreme fear,5.751875300459637,extreme fear
2021-10-26,63.03333333333334,greed,4574.79,extreme greed,4349.54576,extreme greed,2.429928043949058,extreme fear,1215.1267502785036,extreme greed,0.5286648363970481,extreme fear,15.98,extreme fear,18.8124,extreme fear,1.8979,extreme fear,5.67238723379048,extreme fear
2021-10-27,58.333333333333336,greed,4551.68,extreme greed,4352.50984,extreme greed,2.4889235213528584,extreme fear,1200.7756203397455,extreme greed,0.5439329498413923,extreme fear,16.98,extreme fear,18.793799999999997,extreme fear,1.9062000000000003,extreme fear,6.07940593516717,extreme fear
2021-10-28,64.4,greed,4596.42,extreme greed,4355.73992,extreme greed,2.6499065219728735,extreme fear,1205.7168013435944,extreme greed,0.5332840050367034,extreme fear,16.53,extreme fear,18.693,extreme fear,1.9209,extreme fear,6.435140176435289,extreme fear
2021-10-29,65.43333333333334,greed,4605.38,extreme greed,4359.2656799999995,extreme greed,2.775328896499175,extreme fear,1192.217765564023,extreme greed,0.5264848344792508,extreme fear,16.26,extreme fear,18.5848,extreme fear,1.912,extreme fear,7.862184772085501,extreme fear
2021-11-01,66.13333333333334,greed,4613.67,extreme greed,4362.83432,extreme greed,3.030426964984667,extreme fear,1208.968065359144,extreme greed,0.5240508275270668,extreme fear,16.41,extreme fear,18.541800000000002,extreme fear,1.9160999999999997,extreme fear,6.737128846876347,extreme fear
2021-11-02,68.26666666666667,greed,4630.65,extreme greed,4366.266560000001,extreme greed,3.211711063368581,extreme fear,1211.6038214522189,extreme greed,0.5112835470968372,extreme fear,16.03,extreme fear,18.5194,extreme fear,1.8419,extreme fear,6.486556446420114,extreme fear
2021-11-03,72.2,greed,4660.57,extreme greed,4369.69032,extreme greed,3.631462844087311,extreme fear,1230.614592233663,extreme greed,0.48249974223727055,extreme fear,15.1,extreme fear,18.477,extreme fear,1.8461,extreme fear,6.174530597084477,extreme fear
2021-11-04,72.43333333333334,greed,4680.06,extreme greed,4373.6233600000005,extreme greed,3.832878310087627,extreme fear,1227.7684316741813,extreme greed,0.48319678426616897,extreme fear,15.44,extreme fear,18.45,extreme fear,1.8417,extreme fear,6.058144294479653,extreme fear
2021-11-05,73.60000000000001,greed,4697.53,extreme greed,4377.986800000001,extreme greed,4.119301332910229,extreme fear,1240.2542413108868,extreme greed,0.46805847061955674,extreme fear,16.48,extreme fear,18.4028,extreme fear,1.8444999999999996,extreme fear,6.439216618320232,extreme fear
2021-11-08,74.53333333333335,greed,4701.7,extreme greed,4383.09608,extreme greed,4.325052977438845,extreme fear,1257.8301729084894,extreme greed,0.45870719360397166,extreme fear,17.22,extreme fear,18.4194,extreme fear,1.8451,extreme fear,7.719966647759446,extreme fear
2021-11-09,77.17142857142858,extreme greed,4685.25,extreme greed,4387.67808,extreme greed,4.475922949899643,extreme fear,1263.6489994194976,extreme greed,0.46188165876529874,extreme fear,17.78,extreme fear,18.4512,extreme fear,1.8366999999999998,extreme fear,6.691650710121451,extreme fear
2021-11-10,73.08571428571429,greed,4646.71,extreme greed,4391.46096,extreme greed,4.56249052585876,extreme fear,1255.012412154232,extreme greed,0.49024256701650265,extreme fear,18.73,extreme fear,18.496199999999998,extreme fear,1.8461999999999996,extreme fear,5.143655542494079,extreme fear
2021-11-11,72.22857142857143,greed,4649.27,extreme greed,4395.3488,extreme greed,4.454785743682962,extreme fear,1261.3308855566063,extreme greed,0.4955884669621266,extreme fear,17.66,extreme fear,18.5272,extreme fear,1.8326,extreme fear,4.215159848884128,extreme fear
2021-11-12,74.0,greed,4682.85,extreme greed,4399.78896,extreme greed,4.337469232554693,extreme fear,1267.1506632329142,extreme greed,0.4942188227334827,extreme fear,16.29,extreme fear,18.5248,extreme fear,1.8324,extreme fear,4.328591903579234,extreme fear
2021-11-15,71.62857142857145,greed,4682.8,extreme greed,4404.32592,extreme greed,4.378271253734072,extreme fear,1272.848213449723,extreme greed,0.5070012117926952,extreme fear,16.49,extreme fear,18.526400000000002,extreme fear,1.8319999999999996,extreme fear,3.574439580222723,extreme fear
2021-11-16,72.48571428571428,greed,4700.9,extreme greed,4408.66016,extreme greed,4.381931064717529,extreme fear,1264.699477959544,extreme greed,0.5059374314402287,extreme fear,16.37,extreme fear,18.491,extreme fear,1.8224,extreme fear,3.632675883528909,extreme fear
2021-11-17,69.2,greed,4688.67,extreme greed,4412.92264,extreme greed,4.174697866037094,extreme fear,1235.2821249592303,extreme greed,0.48853347182580764,extreme fear,17.11,extreme fear,18.474,extreme fear,1.8211,extreme fear,2.4953682414306804,extreme fear
2021-11-18,70.14285714285715,greed,4704.54,extreme greed,4416.9825599999995,extreme greed,3.954312714839665,extreme fear,1187.0821795000732,extreme greed,0.49265495191731795,extreme fear,17.59,extreme fear,18.4498,extreme fear,1.8306,extreme fear,3.15577078899273,extreme fear
2021-11-19,62.77142857142859,greed,4697.96,extreme greed,4421.061199999999,extreme greed,3.665345912884295,extreme fear,1120.7468507328065,extreme greed,0.5116082257648035,extreme fear,17.91,extreme fear,18.389,extreme fear,1.8355,extreme fear,2.2994077092898277,extreme fear
2021-11-22,60.0,greed,4682.94,extreme greed,4424.9568,extreme greed,3.397848983399341,extreme fear,1068.0465774232557,extreme greed,0.5297960989687258,extreme fear,19.17,extreme fear,18.385,extreme fear,1.8446999999999998,extreme fear,2.733098678765501,extreme fear
2021-11-23,60.371428571428574,greed,4690.7,extreme greed,4428.875359999999,extreme greed,2.998198169328317,extreme fear,1028.2911469520516,extreme greed,0.5700447397309903,extreme fear,19.38,extreme fear,18.383399999999998,extreme fear,1.8334999999999997,extreme fear,4.299872254656265,extreme fear
2021-11-24,56.94285714285714,greed,4701.46,extreme greed,4432.85416,extreme greed,2.922969011025092,extreme fear,1000.4293828748415,extreme greed,0.5994638532391136,extreme fear,18.58,extreme fear,18.3914,extreme fear,1.8332000000000006,extreme fear,3.018926039420486,extreme fear
2021-11-26,31.25714285714286,fear,4594.62,extreme greed,4435.9948,extreme greed,2.523555449393872,extreme fear,934.9765852167252,extreme greed,0.6570929050587789,extreme fear,28.62,fear,18.59,extreme fear,1.8505,extreme fear,-0.7258173094947254,extreme fear
2021-11-29,38.114285714285714,fear,4655.27,extreme greed,4439.572,extreme greed,2.237239576932288,extreme fear,878.6159817776991,extreme greed,0.6709121193709382,extreme fear,22.96,extreme fear,18.633,extreme fear,1.8983999999999996,extreme fear,0.489498442274557,extreme fear
2021-11-30,24.771428571428572,extreme fear,4567.0,extreme greed,4442.565199999999,extreme greed,1.5970954624565437,extreme fear,791.454390955532,extreme greed,0.6892658515941869,extreme fear,27.19,fear,18.6626,extreme fear,1.8763000000000003,extreme fear,-2.17531422306771,extreme fear
2021-12-01,25.357142857142858,fear,4513.04,extreme greed,4444.8304,extreme greed,1.0601911045747732,extreme fear,686.0604826021795,extreme greed,0.6953017460413328,extreme fear,31.12,fear,18.7978,extreme fear,1.7003,extreme fear,-4.35323554159792,extreme fear
2021-12-02,22.928571428571427,extreme fear,4577.1,extreme greed,4447.63504,extreme greed,0.4846619656939383,extreme fear,632.1733590898184,extreme greed,0.72609639280581,extreme fear,27.95,fear,18.9394,extreme fear,1.85,extreme fear,-2.5459097671185353,extreme fear
2021-12-03,20.157142857142862,extreme fear,4538.43,extreme greed,4450.124400000001,extreme greed,-0.1146697935104256,extreme fear,563.8168041098768,extreme greed,0.7581762246701377,extreme fear,30.67,fear,19.1802,extreme fear,1.8442,extreme fear,-3.805796819635298,extreme fear
2021-12-06,21.25714285714286,extreme fear,4591.67,extreme greed,4453.101360000001,extreme greed,-0.6231253216452457,extreme fear,537.4270440915561,extreme greed,0.7731132988862648,extreme fear,27.18,fear,19.3688,extreme fear,1.8576000000000001,extreme fear,-2.6757251685813666,extreme fear
